"game_id","gsis_id","name","position","game","pts_gm","pts_gm_std","pts_gm_adj"
"2021_01_PIT_BUF","00-0035222","Z.Gentry","TE",1,1.14,0.8,0.34
"2021_01_PIT_BUF","00-0035250","D.Singletary","RB",1,15.02,11,4.02
"2021_01_PIT_BUF","00-0035689","D.Knox","TE",1,9.46,8.1,1.36
"2021_01_PIT_BUF","00-0036196","G.Davis","WR",1,10.7,12,-1.3
"2021_01_PIT_BUF","00-0036326","C.Claypool","WR",1,11.2,10,1.2
"2021_01_PIT_BUF","00-0036893","N.Harris","RB",1,7.62,5.9,1.72
"2021_01_PIT_BUF","00-0036894","P.Freiermuth","TE",1,3.74,3.4,0.34
"2021_01_SEA_IND","00-0029263","R.Wilson","QB",1,36.3,35.06,1.24
"2021_01_SEA_IND","00-0030181","J.Doyle","TE",1,5.46,5.1,0.36
"2021_01_SEA_IND","00-0032211","T.Lockett","WR",1,26.7,26,0.7
"2021_01_SEA_IND","00-0032950","C.Wentz","QB",1,22.97,24.34,-1.37
"2021_01_SEA_IND","00-0033217","M.Alie-Cox","TE",1,-1.32,0,-1.32
"2021_01_SEA_IND","00-0033251","Z.Pascal","WR",1,21,20.3,0.7
"2021_01_SEA_IND","00-0033594","C.Carson","RB",1,21.18,14.7,6.48
"2021_01_SEA_IND","00-0033895","G.Everett","TE",1,10.68,10,0.68
"2021_01_SEA_IND","00-0034159","W.Dissly","TE",1,7.72,6.7,1.02
"2021_01_SEA_IND","00-0034367","N.Hines","RB",1,16.96,14.2,2.76
"2021_01_SEA_IND","00-0034750","R.Penny","RB",1,1.28,0.8,0.48
"2021_01_SEA_IND","00-0035639","P.Campbell","WR",1,2.42,3.4,-0.98
"2021_01_SEA_IND","00-0035640","D.Metcalf","WR",1,16.7,16,0.7
"2021_01_SEA_IND","00-0036223","J.Taylor","RB",1,22.34,17.6,4.74
"2021_01_SEA_IND","00-0036247","F.Swain","WR",1,0.14,0.5,-0.36
"2021_01_SEA_IND","00-0036252","M.Pittman","WR",1,6.26,5.9,0.36
"2021_01_SEA_IND","00-0036425","D.Dallas","RB",1,2.64,2,0.64
"2021_01_SEA_IND","00-0036482","M.Strachan","WR",1,5.28,4.6,0.68
"2021_01_SEA_IND","00-0036620","D.Eskridge","WR",1,5.46,3.8,1.66
"2021_01_SF_DET","00-0029632","M.Sanu","WR",1,2.04,1.7,0.34
"2021_01_SF_DET","00-0029738","D.Fells","TE",1,1.54,1.2,0.34
"2021_01_SF_DET","00-0029892","K.Juszczyk","FB",1,2.04,1.7,0.34
"2021_01_SF_DET","00-0031345","J.Garoppolo","QB",1,21.09,18.86,2.23
"2021_01_SF_DET","00-0031687","R.Mostert","RB",1,3.2,2,1.2
"2021_01_SF_DET","00-0032160","T.Williams","WR",1,3.42,3.4,0.02
"2021_01_SF_DET","00-0032464","K.Raymond","WR",1,9.8,8.9,0.9
"2021_01_SF_DET","00-0033106","J.Goff","QB",1,29.46,30.92,-1.46
"2021_01_SF_DET","00-0033288","G.Kittle","TE",1,12.5,11.8,0.7
"2021_01_SF_DET","00-0033948","J.Williams","RB",1,30.3,25,5.3
"2021_01_SF_DET","00-0034171","J.Cabinda","FB",1,-0.66,0,-0.66
"2021_01_SF_DET","00-0034487","T.Sherfield","WR",1,10.32,10.3,0.02
"2021_01_SF_DET","00-0034930","T.Benson","WR",1,3.94,4.9,-0.96
"2021_01_SF_DET","00-0035229","T.Hockenson","TE",1,23.78,23.7,0.0800000000000001
"2021_01_SF_DET","00-0035719","D.Samuel","WR",1,34.98,33.9,1.08
"2021_01_SF_DET","00-0035806","J.Hasty","RB",1,9.32,8.8,0.520000000000001
"2021_01_SF_DET","00-0036275","D.Swift","RB",1,27.48,24.4,3.08
"2021_01_SF_DET","00-0036277","Q.Cephus","WR",1,8.58,10.2,-1.62
"2021_01_SF_DET","00-0036567","E.Mitchell","RB",1,22.64,16.4,6.24
